Date,Pot,SubPot,EC,pH,Leaves Count,Longest Leaf,Plant Height(mm),Image link
24/9/2023,2,19,28,6,4,17,26,
24/9/2023,2,20,28,6,4,20,28,
24/9/2023,2,21,28,6,4,15,20,
24/9/2023,2,22,28,6,4,25,34,
24/9/2023,2,23,28,6,4,15,25,
24/9/2023,2,24,28,6,4,19,23,
24/9/2023,2,25,28,6,3,17,23,
24/9/2023,2,26,28,6,3,14,22,
24/9/2023,2,27,28,6,4,18,25,
24/9/2023,2,28,28,6,4,16,25,
24/9/2023,2,29,28,6,4,20,26,
24/9/2023,2,30,28,6,4,14,21,
24/9/2023,2,31,28,6,4,14,22,
24/9/2023,2,32,28,6,3,21,31,
24/9/2023,2,33,28,6,3,16,25,
24/9/2023,2,34,28,6,4,15,24,
24/9/2023,2,35,28,6,4,16,24,
24/9/2023,2,36,28,6,4,19,29,
24/9/2023,2,37,28,6,4,15,21,
24/9/2023,2,38,28,6,3,14,25,
24/9/2023,2,39,28,6,4,15,23,
24/9/2023,2,40,28,6,4,16,24,
25/9/2023,1,1,13,6,4,30,84,
25/9/2023,1,2,13,6,4,29,83,
25/9/2023,1,3,13,6,4,24,66,
25/9/2023,1,4,13,6,4,30,76,
25/9/2023,1,5,13,6,4,24,83,
25/9/2023,1,6,13,6,4,30,84,
25/9/2023,1,7,13,6,5,34,98,
25/9/2023,1,8,13,6,4,28,79,
25/9/2023,1,9,13,6,4,31,85,
25/9/2023,1,10,13,6,4,31,75,
25/9/2023,1,11,13,6,4,24,77,
25/9/2023,1,12,13,6,4,29,83,
25/9/2023,1,13,13,6,4,29,82,
25/9/2023,1,14,13,6,4,32,79,
25/9/2023,1,15,13,6,5,35,91,
25/9/2023,1,16,13,6,5,32,80,
25/9/2023,1,17,13,6,4,29,77,
25/9/2023,1,18,13,6,4,24,75,
25/9/2023,1,19,13,6,4,25,81,
25/9/2023,1,20,13,6,4,31,85,
25/9/2023,1,21,13,6,4,29,75,
25/9/2023,1,22,13,6,4,29,86,
25/9/2023,1,23,13,6,4,33,90,
25/9/2023,1,24,13,6,5,30,80,
25/9/2023,1,25,13,6,4,30,90,
25/9/2023,1,26,13,6,4,27,75,
25/9/2023,1,27,13,6,5,26,74,
25/9/2023,1,28,13,6,4,30,82,
25/9/2023,1,29,13,6,5,26,77,
25/9/2023,1,30,13,6,4,29,85,
25/9/2023,1,31,13,6,5,34,90,
25/9/2023,1,32,13,6,4,32,89,
25/9/2023,1,33,13,6,4,34,87,
25/9/2023,1,34,13,6,4,32,85,
25/9/2023,1,35,13,6,5,30,79,
25/9/2023,1,36,13,6,4,23,73,
25/9/2023,1,37,13,6,5,27,80,
25/9/2023,1,38,13,6,5,31,82,
25/9/2023,1,39,13,6,4,27,77,
25/9/2023,1,40,13,6,4,31,87,
25/9/2023,2,1,28,6,3,17,24,
25/9/2023,2,2,28,6,3,18,23,
25/9/2023,2,3,28,6,4,19,31,
25/9/2023,2,4,28,6,4,21,30,
25/9/2023,2,5,28,6,4,14,22,
25/9/2023,2,6,28,6,4,20,30,
25/9/2023,2,7,28,6,4,21,33,
25/9/2023,2,8,28,6,4,26,40,
25/9/2023,2,9,28,6,3,15,21,
25/9/2023,2,10,28,6,3,14,23,
25/9/2023,2,11,28,6,4,15,25,
25/9/2023,2,12,28,6,4,20,29,
25/9/2023,2,13,28,6,4,16,24,
25/9/2023,2,14,28,6,4,18,28,
25/9/2023,2,15,28,6,4,22,35,
25/9/2023,2,16,28,6,4,23,37,
25/9/2023,2,17,28,6,3,13,24,
25/9/2023,2,18,28,6,3,15,26,
25/9/2023,2,19,28,6,4,18,27,
25/9/2023,2,20,28,6,4,20,30,
25/9/2023,2,21,28,6,4,16,21,
25/9/2023,2,22,28,6,4,25,35,
25/9/2023,2,23,28,6,4,15,27,
25/9/2023,2,24,28,6,4,20,25,
25/9/2023,2,25,28,6,3,17,24,
25/9/2023,2,26,28,6,3,14,23,
25/9/2023,2,27,28,6,4,18,27,
25/9/2023,2,28,28,6,4,16,26,
25/9/2023,2,29,28,6,4,21,27,
25/9/2023,2,30,28,6,4,14,22,
25/9/2023,2,31,28,6,4,14,23,
25/9/2023,2,32,28,6,3,22,32,
25/9/2023,2,33,28,6,3,17,26,
25/9/2023,2,34,28,6,4,15,26,
25/9/2023,2,35,28,6,4,16,26,
25/9/2023,2,36,28,6,4,20,30,
25/9/2023,2,37,28,6,4,15,22,
25/9/2023,2,38,28,6,3,15,26,
25/9/2023,2,39,28,6,4,15,25,
25/9/2023,2,40,28,6,4,16,26,
26/9/2023,1,1,6.53,8.05,4,32,92,
26/9/2023,1,2,6.53,8.05,4,29,93,
26/9/2023,1,3,6.53,8.05,4,28,82,
26/9/2023,1,4,6.53,8.05,4,33,94,
26/9/2023,1,5,6.53,8.05,4,29,88,
26/9/2023,1,6,6.53,8.05,4,35,91,
26/9/2023,1,7,6.53,8.05,5,37,100,
26/9/2023,1,8,6.53,8.05,4,33,89,
26/9/2023,1,9,6.53,8.05,4,35,96,
26/9/2023,1,10,6.53,8.05,4,31,90,
26/9/2023,1,11,6.53,8.05,4,29,87,
26/9/2023,1,12,6.53,8.05,4,34,95,
26/9/2023,1,13,6.53,8.05,4,27,82,
26/9/2023,1,14,6.53,8.05,4,33,84,
26/9/2023,1,15,6.53,8.05,5,36,95,
26/9/2023,1,16,6.53,8.05,5,34,94,
26/9/2023,1,17,6.53,8.05,4,32,86,
26/9/2023,1,18,6.53,8.05,4,29,87,
26/9/2023,1,19,6.53,8.05,4,28,85,
26/9/2023,1,20,6.53,8.05,4,34,94,
26/9/2023,1,21,6.53,8.05,4,33,94,
26/9/2023,1,22,6.53,8.05,4,33,94,
26/9/2023,1,23,6.53,8.05,4,34,96,
26/9/2023,1,24,6.53,8.05,5,33,86,
26/9/2023,1,25,6.53,8.05,4,31,92,
26/9/2023,1,26,6.53,8.05,4,29,86,
26/9/2023,1,27,6.53,8.05,5,27,84,
26/9/2023,1,28,6.53,8.05,4,34,100,
26/9/2023,1,29,6.53,8.05,5,28,81,
26/9/2023,1,30,6.53,8.05,4,32,87,
26/9/2023,1,31,6.53,8.05,5,35,100,
26/9/2023,1,32,6.53,8.05,4,31,91,
26/9/2023,1,33,6.53,8.05,4,35,103,
26/9/2023,1,34,6.53,8.05,4,34,95,
26/9/2023,1,35,6.53,8.05,5,32,92,
26/9/2023,1,36,6.53,8.05,4,28,87,
26/9/2023,1,37,6.53,8.05,5,26,87,
26/9/2023,1,38,6.53,8.05,5,32,97,
26/9/2023,1,39,6.53,8.05,4,28,82,
26/9/2023,1,40,6.53,8.05,4,34,93,
26/9/2023,2,1,38,6,3,16,27,
26/9/2023,2,2,38,6,3,19,26,
26/9/2023,2,3,38,6,4,21,32,
26/9/2023,2,4,38,6,4,22,33,
26/9/2023,2,5,38,6,4,15,22,
26/9/2023,2,6,38,6,4,21,34,
26/9/2023,2,7,38,6,4,21,34,
26/9/2023,2,8,38,6,4,26,41,
26/9/2023,2,9,38,6,3,15,24,
26/9/2023,2,10,38,6,3,16,25,
26/9/2023,2,11,38,6,4,19,27,
26/9/2023,2,12,38,6,4,20,27,
26/9/2023,2,13,38,6,4,16,25,
26/9/2023,2,14,38,6,4,18,30,
26/9/2023,2,15,38,6,4,23,35,
26/9/2023,2,16,38,6,4,25,36,
26/9/2023,2,17,38,6,3,12,26,
26/9/2023,2,18,38,6,3,18,27,
26/9/2023,2,19,38,6,4,19,27,
26/9/2023,2,20,38,6,4,21,29,
26/9/2023,2,21,38,6,4,14,26,
26/9/2023,2,22,38,6,4,21,36,
26/9/2023,2,23,38,6,4,18,27,
26/9/2023,2,24,38,6,4,18,25,
26/9/2023,2,25,38,6,3,18,31,
26/9/2023,2,26,38,6,3,18,22,
26/9/2023,2,27,38,6,4,16,28,
26/9/2023,2,28,38,6,4,19,27,
26/9/2023,2,29,38,6,4,20,29,
26/9/2023,2,30,38,6,4,16,22,
26/9/2023,2,31,38,6,4,16,23,
26/9/2023,2,32,38,6,3,22,34,
26/9/2023,2,33,38,6,3,17,30,
26/9/2023,2,34,38,6,4,15,24,
26/9/2023,2,35,38,6,4,18,26,
26/9/2023,2,36,38,6,4,20,32,
26/9/2023,2,37,38,6,4,16,24,
26/9/2023,2,38,38,6,3,16,28,
26/9/2023,2,39,38,6,4,16,28,
26/9/2023,2,40,38,6,4,18,29,
27/9/2023,1,1,6.53,7.47,4,36,99,
27/9/2023,1,2,6.53,7.47,4,33,103,
27/9/2023,1,3,6.53,7.47,4,31,92,
27/9/2023,1,4,6.53,7.47,4,36,101,
27/9/2023,1,5,6.53,7.47,4,32,96,
27/9/2023,1,6,6.53,7.47,4,39,99,
27/9/2023,1,7,6.53,7.47,5,41,109,
27/9/2023,1,8,6.53,7.47,4,37,100,
27/9/2023,1,9,6.53,7.47,4,39,107,
27/9/2023,1,10,6.53,7.47,4,34,99,
27/9/2023,1,11,6.53,7.47,4,32,95,
27/9/2023,1,12,6.53,7.47,4,37,104,
27/9/2023,1,13,6.53,7.47,4,31,89,
27/9/2023,1,14,6.53,7.47,4,36,92,
27/9/2023,1,15,6.53,7.47,5,40,104,
27/9/2023,1,16,6.53,7.47,5,38,102,
27/9/2023,1,17,6.53,7.47,4,36,95,
27/9/2023,1,18,6.53,7.47,4,33,94,
27/9/2023,1,19,6.53,7.47,4,32,93,
27/9/2023,1,20,6.53,7.47,4,38,102,
27/9/2023,1,21,6.53,7.47,4,37,104,
27/9/2023,1,22,6.53,7.47,4,36,102,
27/9/2023,1,23,6.53,7.47,4,38,103,
27/9/2023,1,24,6.53,7.47,5,36,97,
27/9/2023,1,25,6.53,7.47,4,35,99,
27/9/2023,1,26,6.53,7.47,4,32,95,
27/9/2023,1,27,6.53,7.47,5,31,92,
27/9/2023,1,28,6.53,7.47,4,38,108,
27/9/2023,1,29,6.53,7.47,5,31,90,
27/9/2023,1,30,6.53,7.47,4,35,98,
27/9/2023,1,31,6.53,7.47,5,38,107,
27/9/2023,1,32,6.53,7.47,4,34,102,
27/9/2023,1,33,6.53,7.47,4,38,112,
27/9/2023,1,34,6.53,7.47,4,38,106,
27/9/2023,1,35,6.53,7.47,5,35,102,
27/9/2023,1,36,6.53,7.47,4,31,96,
27/9/2023,1,37,6.53,7.47,5,29,98,
27/9/2023,1,38,6.53,7.47,5,35,104,
27/9/2023,1,39,6.53,7.47,4,32,89,
27/9/2023,1,40,6.53,7.47,4,37,102,
27/9/2023,2,1,24,6,4,17,29,
27/9/2023,2,2,24,6,4,19,28,
27/9/2023,2,3,24,6,4,21,34,
27/9/2023,2,4,24,6,4,23,34,
27/9/2023,2,5,24,6,4,15,23,
27/9/2023,2,6,24,6,4,22,36,
27/9/2023,2,7,24,6,4,22,36,
27/9/2023,2,8,24,6,4,27,43,
27/9/2023,2,9,24,6,4,16,25,
27/9/2023,2,10,24,6,5,16,27,
27/9/2023,2,11,24,6,4,20,29,
27/9/2023,2,12,24,6,4,20,28,
27/9/2023,2,13,24,6,4,17,26,
27/9/2023,2,14,24,6,4,19,31,
27/9/2023,2,15,24,6,4,24,36,
27/9/2023,2,16,24,6,4,25,37,
27/9/2023,2,17,24,6,3,12,27,
27/9/2023,2,18,24,6,3,19,29,
27/9/2023,2,19,24,6,4,20,29,
27/9/2023,2,20,24,6,4,21,31,
27/9/2023,2,21,24,6,4,14,28,
27/9/2023,2,22,24,6,4,22,38,
27/9/2023,2,23,24,6,4,18,29,
27/9/2023,2,24,24,6,4,19,26,
27/9/2023,2,25,24,6,3,19,32,
27/9/2023,2,26,24,6,3,19,23,
27/9/2023,2,27,24,6,4,16,30,
27/9/2023,2,28,24,6,4,19,28,
27/9/2023,2,29,24,6,4,21,31,
27/9/2023,2,30,24,6,4,17,24,
27/9/2023,2,31,24,6,4,16,24,
27/9/2023,2,32,24,6,3,23,36,
27/9/2023,2,33,24,6,3,17,31,
27/9/2023,2,34,24,6,4,15,25,
27/9/2023,2,35,24,6,4,18,28,
27/9/2023,2,36,24,6,4,20,33,
27/9/2023,2,37,24,6,4,17,25,
27/9/2023,2,38,24,6,3,17,30,
27/9/2023,2,39,24,6,4,17,29,
27/9/2023,2,40,24,6,4,19,30,
28/9/2023,1,1,6.53,7.58,4,40,109,
28/9/2023,1,2,6.53,7.58,4,37,112,
28/9/2023,1,3,6.53,7.58,4,34,101,
28/9/2023,1,4,6.53,7.58,4,40,113,
28/9/2023,1,5,6.53,7.58,4,35,104,
28/9/2023,1,6,6.53,7.58,4,42,109,
28/9/2023,1,7,6.53,7.58,5,44,118,
28/9/2023,1,8,6.53,7.58,4,41,111,
28/9/2023,1,9,6.53,7.58,4,43,116,
28/9/2023,1,10,6.53,7.58,4,38,109,
28/9/2023,1,11,6.53,7.58,4,35,106,
28/9/2023,1,12,6.53,7.58,4,40,113,
28/9/2023,1,13,6.53,7.58,4,34,101,
28/9/2023,1,14,6.53,7.58,4,40,101,
28/9/2023,1,15,6.53,7.58,5,43,112,
28/9/2023,1,16,6.53,7.58,5,42,114,
28/9/2023,1,17,6.53,7.58,4,39,105,
28/9/2023,1,18,6.53,7.58,4,36,105,
28/9/2023,1,19,6.53,7.58,4,35,105,
28/9/2023,1,20,6.53,7.58,4,41,113,
28/9/2023,1,21,6.53,7.58,4,40,116,
28/9/2023,1,22,6.53,7.58,4,40,112,
28/9/2023,1,23,6.53,7.58,4,41,111,
28/9/2023,1,24,6.53,7.58,5,39,106,
28/9/2023,1,25,6.53,7.58,4,38,109,
28/9/2023,1,26,6.53,7.58,4,36,104,
28/9/2023,1,27,6.53,7.58,5,34,101,
28/9/2023,1,28,6.53,7.58,4,41,120,
28/9/2023,1,29,6.53,7.58,5,34,99,
28/9/2023,1,30,6.53,7.58,4,38,109,
28/9/2023,1,31,6.53,7.58,5,41,115,
28/9/2023,1,32,6.53,7.58,4,38,114,
28/9/2023,1,33,6.53,7.58,4,41,120,
28/9/2023,1,34,6.53,7.58,4,41,116,
28/9/2023,1,35,6.53,7.58,5,38,112,
28/9/2023,1,36,6.53,7.58,4,34,108,
28/9/2023,1,37,6.53,7.58,5,32,108,
28/9/2023,1,38,6.53,7.58,5,39,112,
28/9/2023,1,39,6.53,7.58,4,36,97,
28/9/2023,1,40,6.53,7.58,4,40,112,
28/9/2023,2,1,10,6,4,18,30,
28/9/2023,2,2,10,6,4,21,30,
28/9/2023,2,3,10,6,4,23,35,
28/9/2023,2,4,10,6,4,24,36,
28/9/2023,2,5,10,6,4,16,25,
28/9/2023,2,6,10,6,4,24,37,
28/9/2023,2,7,10,6,4,23,37,
28/9/2023,2,8,10,6,4,28,44,
28/9/2023,2,9,10,6,4,17,27,
28/9/2023,2,10,10,6,5,17,28,
28/9/2023,2,11,10,6,4,22,31,
28/9/2023,2,12,10,6,4,22,30,
28/9/2023,2,13,10,6,4,18,28,
28/9/2023,2,14,10,6,4,20,32,
28/9/2023,2,15,10,6,4,26,37,
28/9/2023,2,16,10,6,4,26,38,
28/9/2023,2,17,10,6,3,14,29,
28/9/2023,2,18,10,6,3,21,31,
28/9/2023,2,19,10,6,4,22,31,
28/9/2023,2,20,10,6,4,22,32,
28/9/2023,2,21,10,6,4,16,29,
28/9/2023,2,22,10,6,4,24,39,
28/9/2023,2,23,10,6,4,19,30,
28/9/2023,2,24,10,6,4,20,28,
28/9/2023,2,25,10,6,3,21,34,
28/9/2023,2,26,10,6,3,20,24,
28/9/2023,2,27,10,6,4,18,32,
28/9/2023,2,28,10,6,4,21,30,
28/9/2023,2,29,10,6,4,23,33,
28/9/2023,2,30,10,6,4,18,26,
28/9/2023,2,31,10,6,4,18,26,
28/9/2023,2,32,10,6,3,24,38,
28/9/2023,2,33,10,6,3,19,33,
28/9/2023,2,34,10,6,4,17,27,
28/9/2023,2,35,10,6,4,19,29,
28/9/2023,2,36,10,6,4,22,35,
28/9/2023,2,37,10,6,4,18,27,
28/9/2023,2,38,10,6,3,19,31,
28/9/2023,2,39,10,6,4,18,30,
28/9/2023,2,40,10,6,4,21,32,
29/9/2023,1,1,6.53,7.83,4,45,125,
29/9/2023,1,2,6.53,7.83,4,39,120,
29/9/2023,1,3,6.53,7.83,4,39,118,
29/9/2023,1,4,6.53,7.83,4,43,125,
29/9/2023,1,5,6.53,7.83,4,43,127,
29/9/2023,1,6,6.53,7.83,4,45,128,
29/9/2023,1,7,6.53,7.83,4,50,134,
29/9/2023,1,8,6.53,7.83,4,42,119,
29/9/2023,1,9,6.53,7.83,4,41,118,
29/9/2023,1,10,6.53,7.83,4,44,119,
29/9/2023,1,11,6.53,7.83,4,39,121,
29/9/2023,1,12,6.53,7.83,4,43,122,
29/9/2023,1,13,6.53,7.83,4,41,121,
29/9/2023,1,14,6.53,7.83,4,47,120,
29/9/2023,1,15,6.53,7.83,4,45,127,
29/9/2023,1,16,6.53,7.83,4,44,126,
29/9/2023,1,17,6.53,7.83,4,43,118,
29/9/2023,1,18,6.53,7.83,4,37,118,
29/9/2023,1,19,6.53,7.83,4,37,115,
29/9/2023,1,20,6.53,7.83,4,45,124,
29/9/2023,1,21,6.53,7.83,4,42,115,
29/9/2023,1,22,6.53,7.83,4,44,123,
29/9/2023,1,23,6.53,7.83,4,44,131,
29/9/2023,1,24,6.53,7.83,4,41,118,
29/9/2023,1,25,6.53,7.83,4,40,125,
29/9/2023,1,26,6.53,7.83,4,40,122,
29/9/2023,1,27,6.53,7.83,4,35,121,
29/9/2023,1,28,6.53,7.83,4,44,118,
29/9/2023,1,29,6.53,7.83,4,39,119,
29/9/2023,1,30,6.53,7.83,4,44,118,
29/9/2023,1,31,6.53,7.83,4,47,128,
29/9/2023,1,32,6.53,7.83,4,48,121,
29/9/2023,1,33,6.53,7.83,4,49,139,
29/9/2023,1,34,6.53,7.83,4,48,120,
29/9/2023,1,35,6.53,7.83,4,43,115,
29/9/2023,1,36,6.53,7.83,4,41,115,
29/9/2023,1,37,6.53,7.83,4,35,117,
29/9/2023,1,38,6.53,7.83,4,46,118,
29/9/2023,1,39,6.53,7.83,4,41,117,
29/9/2023,1,40,6.53,7.83,4,44,124,
29/9/2023,2,1,14,6,4,22,29,
29/9/2023,2,2,14,6,5,22,29,
29/9/2023,2,3,14,6,4,23,37,
29/9/2023,2,4,14,6,4,27,36,
29/9/2023,2,5,14,6,4,17,26,
29/9/2023,2,6,14,6,4,25,37,
29/9/2023,2,7,14,6,4,24,37,
29/9/2023,2,8,14,6,4,30,45,
29/9/2023,2,9,14,6,4,21,27,
29/9/2023,2,10,14,6,5,21,30,
29/9/2023,2,11,14,6,4,23,31,
29/9/2023,2,12,14,6,4,22,37,
29/9/2023,2,13,14,6,4,18,28,
29/9/2023,2,14,14,6,4,22,34,
29/9/2023,2,15,14,6,4,26,39,
29/9/2023,2,16,14,6,4,26,39,
29/9/2023,2,17,14,6,4,19,27,
29/9/2023,2,18,14,6,4,22,34,
29/9/2023,2,19,14,6,4,22,31,
29/9/2023,2,20,14,6,4,21,35,
29/9/2023,2,21,14,6,4,21,30,
29/9/2023,2,22,14,6,4,26,40,
29/9/2023,2,23,14,6,4,20,33,
29/9/2023,2,24,14,6,5,20,32,
29/9/2023,2,25,14,6,4,22,32,
29/9/2023,2,26,14,6,4,18,28,
29/9/2023,2,27,14,6,4,19,32,
29/9/2023,2,28,14,6,4,21,31,
29/9/2023,2,29,14,6,4,24,33,
29/9/2023,2,30,14,6,4,19,26,
29/9/2023,2,31,14,6,4,19,31,
29/9/2023,2,32,14,6,4,27,40,
29/9/2023,2,33,14,6,4,24,35,
29/9/2023,2,34,14,6,4,20,30,
29/9/2023,2,35,14,6,4,21,33,
29/9/2023,2,36,14,6,5,23,35,
29/9/2023,2,37,14,6,4,19,28,
29/9/2023,2,38,14,6,4,21,32,
29/9/2023,2,39,14,6,4,26,32,
29/9/2023,2,40,14,6,4,25,31,
30/9/2023,1,1,6.53,7.99,4,45,129,
30/9/2023,1,2,6.53,7.99,4,45,133,
30/9/2023,1,3,6.53,7.99,4,40,119,
30/9/2023,1,4,6.53,7.99,4,46,130,
30/9/2023,1,5,6.53,7.99,4,44,120,
30/9/2023,1,6,6.53,7.99,4,46,141,
30/9/2023,1,7,6.53,7.99,5,51,149,
30/9/2023,1,8,6.53,7.99,4,47,130,
30/9/2023,1,9,6.53,7.99,4,47,136,
30/9/2023,1,10,6.53,7.99,4,46,124,
30/9/2023,1,11,6.53,7.99,4,45,124,
30/9/2023,1,12,6.53,7.99,4,46,133,
30/9/2023,1,13,6.53,7.99,4,46,131,
30/9/2023,1,14,6.53,7.99,4,48,134,
30/9/2023,1,15,6.53,7.99,5,50,148,
30/9/2023,1,16,6.53,7.99,5,51,131,
30/9/2023,1,17,6.53,7.99,4,47,129,
30/9/2023,1,18,6.53,7.99,4,40,130,
30/9/2023,1,19,6.53,7.99,4,43,121,
30/9/2023,1,20,6.53,7.99,4,47,136,
30/9/2023,1,21,6.53,7.99,4,48,129,
30/9/2023,1,22,6.53,7.99,4,47,141,
30/9/2023,1,23,6.53,7.99,4,48,141,
30/9/2023,1,24,6.53,7.99,5,46,127,
30/9/2023,1,25,6.53,7.99,4,43,132,
30/9/2023,1,26,6.53,7.99,4,45,136,
30/9/2023,1,27,6.53,7.99,5,41,132,
30/9/2023,1,28,6.53,7.99,4,48,134,
30/9/2023,1,29,6.53,7.99,5,41,135,
30/9/2023,1,30,6.53,7.99,4,46,136,
30/9/2023,1,31,6.53,7.99,5,52,135,
30/9/2023,1,32,6.53,7.99,4,44,136,
30/9/2023,1,33,6.53,7.99,4,47,134,
30/9/2023,1,34,6.53,7.99,4,49,146,
30/9/2023,1,35,6.53,7.99,5,46,126,
30/9/2023,1,36,6.53,7.99,4,42,127,
30/9/2023,1,37,6.53,7.99,5,42,125,
30/9/2023,1,38,6.53,7.99,5,48,132,
30/9/2023,1,39,6.53,7.99,4,44,133,
30/9/2023,1,40,6.53,7.99,4,46,131,
30/9/2023,2,1,10,6,4,21,29,
30/9/2023,2,2,10,6,5,22,32,
30/9/2023,2,3,10,6,4,23,36,
30/9/2023,2,4,10,6,4,26,41,
30/9/2023,2,5,10,6,4,20,27,
30/9/2023,2,6,10,6,4,24,39,
30/9/2023,2,7,10,6,4,29,39,
30/9/2023,2,8,10,6,4,34,47,
30/9/2023,2,9,10,6,4,19,26,
30/9/2023,2,10,10,6,5,21,30,
30/9/2023,2,11,10,6,4,22,33,
30/9/2023,2,12,10,6,4,24,36,
30/9/2023,2,13,10,6,4,21,29,
30/9/2023,2,14,10,6,4,25,34,
30/9/2023,2,15,10,6,4,26,40,
30/9/2023,2,16,10,6,4,28,44,
30/9/2023,2,17,10,6,4,20,31,
30/9/2023,2,18,10,6,4,18,36,
30/9/2023,2,19,10,6,4,24,35,
30/9/2023,2,20,10,6,4,26,39,
30/9/2023,2,21,10,6,4,22,30,
30/9/2023,2,22,10,6,4,28,42,
30/9/2023,2,23,10,6,4,22,34,
30/9/2023,2,24,10,6,5,25,33,
30/9/2023,2,25,10,6,4,21,35,
30/9/2023,2,26,10,6,4,20,30,
30/9/2023,2,27,10,6,4,21,36,
30/9/2023,2,28,10,6,4,21,37,
30/9/2023,2,29,10,6,4,26,36,
30/9/2023,2,30,10,6,4,19,30,
30/9/2023,2,31,10,6,4,22,28,
30/9/2023,2,32,10,6,4,25,39,
30/9/2023,2,33,10,6,4,24,33,
30/9/2023,2,34,10,6,4,20,30,
30/9/2023,2,35,10,6,4,23,33,
30/9/2023,2,36,10,6,5,24,38,
30/9/2023,2,37,10,6,4,21,31,
30/9/2023,2,38,10,6,4,22,36,
30/9/2023,2,39,10,6,4,24,32,
30/9/2023,2,40,10,6,4,24,33,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
